City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected,Cluster_Labels
Addis Ababa,2020-02-08,10.79,Equipment Failure,Hawassa Main,549,2/8/2020 10:47,,0,1.359562872379249,0.2220086543302277,1
Dire Dawa,2021-06-02,7.35,Equipment Failure,F2,471,6/2/2021 7:20,,0,0.2783612104743822,-0.0479639723260177,1
Mojo,2017-05-31,7.2,Maintenance,Mojo Central,202,5/31/2017 7:12,,0,0.2312157891703911,-0.9790234155379414,1
Dire Dawa,2017-07-17,6.5,Maintenance,F3,316,7/17/2017 6:30,,0,0.0112038230850983,-0.5844480381172749,1
Mojo,2018-09-16,1.76,Maintenance,Mojo Industrial,253,9/16/2018 1:45,QR,1,-1.4785914901210264,-0.8025028519550116,0
Mojo,2021-12-23,1.99,Maintenance,Mojo Industrial,178,12/23/2021 1:59,QR,1,-1.406301844121573,-1.0620919160475553,0
Bahir Dar,2022-06-27,7.61,Maintenance,Bahir Dar East,316,6/27/2022 7:36,,0,0.360079940734634,-0.5844480381172749,1
Mojo,2019-02-02,4.75,Equipment Failure,Mojo Central,262,2/2/2019 4:45,,0,-0.5388260921281334,-0.7713521642639064,0
Bahir Dar,2022-10-11,11.09,Maintenance,Bahir Dar West,383,10/11/2022 11:05,,0,1.4538537149872317,-0.3525484741946024,1
Dire Dawa,2018-08-29,5.47,Maintenance,F5,564,8/29/2018 5:28,,0,-0.3125280698689752,0.2739264671487365,0
Addis Ababa,2020-08-20,2.58,Maintenance,TL,174,8/20/2020 2:34,QR,1,-1.2208631869925406,-1.075936666132491,0
Addis Ababa,2018-03-03,8.86,Maintenance,Hawassa South,371,3/3/2018 8:51,,0,0.7529584516012279,-0.3940827244494094,1
Dire Dawa,2022-07-30,4.23,Maintenance,F6,322,7/30/2022 4:13,,0,-0.7022635526486364,-0.5636809129898713,0
Dire Dawa,2020-06-13,6.78,Maintenance,F5,593,6/13/2020 6:46,,0,0.0992086095192155,0.37430090526452,1
Addis Ababa,2018-07-26,8.68,Equipment Failure,Hawassa South,623,7/26/2018 8:40,,0,0.6963839460364384,0.4781365309015375,1
Addis Ababa,2019-06-11,10.9,Equipment Failure,Hawassa Main,528,6/11/2019 10:54,,0,1.3941361813355098,0.1493237163843154,1
Addis Ababa,2017-08-22,9.71,Equipment Failure,Line1,111,8/22/2017 9:42,,0,1.0201158389905125,-1.2939914799702277,1
Mojo,2017-06-08,8.44,Maintenance,Mojo Industrial,280,6/8/2017 8:26,,0,0.6209512719500523,-0.7090507888816958,1
Addis Ababa,2018-10-07,8.48,Maintenance,Hawassa Main,351,10/7/2018 8:28,,0,0.6335233842977835,-0.4633064748740877,1
Addis Ababa,2022-09-05,11.41,Equipment Failure,Mekanisa,999,9/5/2022 11:24,,0,1.55443061376908,1.7795430388854905,2
Bahir Dar,2021-10-25,4.25,Equipment Failure,Bahir Dar East,616,10/25/2021 4:15,,0,-0.695977496474771,0.4539082182529001,0
Addis Ababa,2022-09-27,1.01,Equipment Failure,Line 4,275,9/27/2022 1:00,QR,1,-1.7143185966409829,-0.7263567264878654,0
Dire Dawa,2022-04-03,3.99,Equipment Failure,F5 ,549,4/3/2022 3:59,,0,-0.7776962267350225,0.2220086543302277,0
Addis Ababa,2021-11-16,3.4,Equipment Failure,Hawassa Main,442,11/16/2021 3:23,,0,-0.963134883864055,-0.1483384104418013,0
Dire Dawa,2020-06-13,8.28,Maintenance,F2,672,6/13/2020 8:16,,0,0.5706628225591281,0.6477347194419995,1
Addis Ababa,2021-03-01,7.97,Equipment Failure,Sebeta 1,923,3/1/2021 7:58,,0,0.4732289518642129,1.5164927872717124,2
Addis Ababa,2022-10-17,7.53,Equipment Failure,Bedesa,166,10/17/2022 7:31,,0,0.334935716039172,-1.1036261663023623,1
Addis Ababa,2020-05-18,1.18,Equipment Failure,Kality 2,1184,5/18/2020 1:10,QR,1,-1.660887119163126,2.4198627303137648,2
Addis Ababa,2021-08-14,9.02,Maintenance,Sululta 33,1097,8/14/2021 9:00,,0,0.8032469009921519,2.1187394159664144,2
Addis Ababa,2021-07-17,4.56,Maintenance,Total No oflines,1129,7/17/2021 4:33,,0,-0.5985436257798558,2.2294974166458994,2
Addis Ababa,2022-10-07,8.32,Equipment Failure,Line 4,125,10/7/2022 8:18,,0,0.5832349349068594,-1.245534854672953,1
Dire Dawa,2019-10-02,7.12,Equipment Failure,Dire Dawa Substation 1,659,10/2/2019 7:07,,0,0.206071564474929,0.6027392816659586,2
Mojo,2019-10-06,4.77,Equipment Failure,Mojo Central,172,10/6/2019 4:46,,0,-0.532540035954268,-1.0828590411749588,0
Addis Ababa,2020-07-09,2.48,Maintenance,TL,122,7/9/2020 2:28,QR,1,-1.2522934678618682,-1.2559184172366546,0
Mojo,2017-03-01,2.04,Maintenance,Mojo Industrial,176,3/1/2017 2:02,QR,1,-1.3905867036869093,-1.069014291090023,0
Mojo,2017-09-12,10.15,Maintenance,Mojo Central,222,9/12/2017 10:08,,0,1.158409074815553,-0.909799665113263,1
Bahir Dar,2017-05-28,11.1,Equipment Failure,Bahir Dar East,509,5/28/2017 11:06,,0,1.4569967430741646,0.083561153480871,1
Addis Ababa,2020-10-19,8.15,Accident,Bedesa,193,10/19/2020 8:08,,0,0.5298034574290027,-1.0101741032290463,1
Bahir Dar,2022-12-18,2.14,Accident,Bahir Dar West,453,12/18/2022 2:08,QR,1,-1.3591564228175816,-0.1102653477082282,0
Addis Ababa,2021-01-22,5.42,Equipment Failure,Harer Water,227,1/22/2021 5:25,,0,-0.3282432103036389,-0.8924937275070934,0
Mojo,2018-05-19,9.02,Equipment Failure,Mojo Central,269,5/19/2018 9:01,,0,0.8032469009921519,-0.747123851615269,1
Dire Dawa,2018-11-23,9.58,Maintenance,F4,569,11/23/2018 9:34,,0,0.9792564738603864,0.291232404754906,1
Addis Ababa,2022-09-24,2.3,Maintenance,Kality North,1193,9/24/2022 2:18,QR,1,-1.3088679734266575,2.4510134180048704,2
Addis Ababa,2020-02-06,1.0,Equipment Failure,Hawassa South,373,2/6/2020 1:00,QR,1,-1.7174616247279155,-0.3871603494069416,0
Addis Ababa,2017-01-22,8.83,Maintenance,Gelan,1045,1/22/2017 8:50,,0,0.7435293673404297,1.9387576648622509,2
Addis Ababa,2021-12-28,4.92,Equipment Failure,Line 1,261,12/28/2021 4:55,,0,-0.4853946146502765,-0.7748133517851402,0
Addis Ababa,2018-06-28,3.8,Maintenance,Gefersa,1079,6/28/2018 3:47,,0,-0.8374137603867449,2.0564380405842035,2
Mojo,2017-07-23,1.14,Maintenance,Mojo Central,169,7/23/2017 1:08,QR,1,-1.6734592315108572,-1.093242603738661,0
Addis Ababa,2021-01-15,6.94,Accident,Hawassa South,420,1/15/2021 6:56,,0,0.1494970589101396,-0.2244845359089475,1
Addis Ababa,2021-12-04,10.36,Equipment Failure,Bedesa,249,12/4/2021 10:21,,0,1.2244126646411406,-0.8163476020399473,1
Addis Ababa,2017-06-16,11.53,Maintenance,Harer Water,105,6/16/2017 11:32,,0,1.5921469508122728,-1.3147586050976312,1
Bahir Dar,2022-08-02,7.22,Equipment Failure,Bahir Dar West,408,8/2/2022 7:13,,0,0.2375018453442565,-0.2660187861637545,1
Mojo,2019-11-10,6.66,Equipment Failure,Mojo Central,113,11/10/2019 6:39,,0,0.0614922724760224,-1.2870691049277598,1
Dire Dawa,2019-02-14,1.94,Equipment Failure,F3,335,2/14/2019 1:56,QR,1,-1.422016984556237,-0.5186854752138305,0
Addis Ababa,2022-05-13,7.04,Maintenance,Line1,152,5/13/2022 7:02,,0,0.180927339779467,-1.1520827915996372,1
Addis Ababa,2018-08-13,5.18,Maintenance,Hawassa South,310,8/13/2018 5:10,,0,-0.403675884390025,-0.6052151632446784,0
Bahir Dar,2022-09-06,7.68,Maintenance,Bahir Dar West,579,9/6/2022 7:40,,0,0.3820811373431631,0.3258442799672452,1
Bahir Dar,2021-02-05,5.28,Equipment Failure,Bahir Dar West,623,2/5/2021 5:16,,0,-0.3722456035206973,0.4781365309015375,0
Dire Dawa,2022-06-16,3.64,Maintenance,F4,550,6/16/2022 3:38,,0,-0.8877022097776689,0.2254698418514616,0
Bahir Dar,2019-12-29,2.04,Equipment Failure,Bahir Dar West,335,12/29/2019 2:02,QR,1,-1.3905867036869093,-0.5186854752138305,0
Bahir Dar,2018-03-14,4.46,Maintenance,Bahir Dar East,497,3/14/2018 4:27,,0,-0.6299739066491832,0.042026903226064,0
Addis Ababa,2021-05-30,2.06,Equipment Failure,DUKEM,1045,5/30/2021 2:03,QR,1,-1.3843006475130435,1.9387576648622509,2
Mojo,2022-03-27,2.95,Equipment Failure,Mojo Industrial,143,3/27/2022 2:56,QR,1,-1.1045711477760287,-1.1832334792907424,0
Mojo,2018-03-29,11.86,Equipment Failure,Mojo Industrial,226,3/29/2018 11:51,,0,1.6958668776810537,-0.8959549150283274,1
Bahir Dar,2018-03-21,5.89,Maintenance,Bahir Dar East,540,3/21/2018 5:53,,0,-0.1805208902177996,0.1908579666391224,0
Addis Ababa,2018-07-01,6.85,Maintenance,Hawassa South,501,7/1/2018 6:51,,0,0.1212098061277446,0.0558716533109997,1
Addis Ababa,2020-09-16,10.61,Maintenance,Hawassa South,394,9/16/2020 10:36,,0,1.3029883668144595,-0.3144754114610293,1
Mojo,2017-12-08,11.95,Accident,Mojo Industrial,158,12/8/2017 11:57,,0,1.7241541304634485,-1.1313156664722337,1
Bahir Dar,2017-08-22,7.41,Maintenance,Bahir Dar East,300,8/22/2017 7:24,,0,0.2972193789959789,-0.6398270384570175,1
Mojo,2022-07-09,9.94,Equipment Failure,Mojo Central,286,7/9/2022 9:56,,0,1.0924054849899651,-0.6882836637542924,1
Addis Ababa,2021-01-20,4.6,Maintenance,Bedesa,127,1/20/2021 4:35,,0,-0.5859715134321247,-1.2386124796304852,0
Dire Dawa,2020-12-23,4.36,Equipment Failure,Dire Dawa Substation 1,631,12/23/2020 4:21,,0,-0.6614041875185106,0.5058260310714089,0
Dire Dawa,2020-09-06,5.43,Maintenance,F4,378,9/6/2020 5:25,,0,-0.3251001822167062,-0.369854411800772,0
Addis Ababa,2021-08-01,8.4,Equipment Failure,Hawassa South,662,8/1/2021 8:23,,0,0.6083791596023215,0.6131228442296602,1
Addis Ababa,2020-03-31,8.5,Equipment Failure,Sululta,894,3/31/2020 8:30,,0,0.6398094404716489,1.416118349155929,2
Bahir Dar,2017-04-03,4.47,Equipment Failure,Bahir Dar East,574,4/3/2017 4:28,,0,-0.6268308785622505,0.3085383423610756,0
Mojo,2019-11-23,2.47,Equipment Failure,Mojo Industrial,266,11/23/2019 2:27,QR,1,-1.255436495948801,-0.7575074141789707,0
Addis Ababa,2020-09-21,7.96,Maintenance,Line 1,215,9/21/2020 7:57,,0,0.4700859237772802,-0.9340279777619004,1
Addis Ababa,2019-12-15,2.41,Accident,Hawassa South,572,12/15/2019 2:24,QR,1,-1.2742946644703974,0.3016159673186078,0
Dire Dawa,2022-11-28,7.36,Maintenance,F1,340,11/28/2022 7:21,,0,0.2815042385613152,-0.5013795376076609,1
Mojo,2022-05-19,8.63,Maintenance,Mojo Central,122,5/19/2022 8:37,,0,0.6806688056017749,-1.2559184172366546,1
Addis Ababa,2022-03-18,8.71,Accident,Hawassa South,425,3/18/2022 8:42,,0,0.705813030297237,-0.2071785983027779,1
Dire Dawa,2019-12-11,9.29,Equipment Failure,F6,439,12/11/2019 9:17,,0,0.8881086593393361,-0.1587219730055031,1
Dire Dawa,2022-11-26,10.6,Maintenance,Dire Dawa Substation 1,615,11/26/2022 10:36,,0,1.2998453387275268,0.4504470307316662,1
Addis Ababa,2022-06-30,6.5,Maintenance,Hawassa South,413,6/30/2022 6:29,,0,0.0112038230850983,-0.2487128485575849,0
Addis Ababa,2018-09-06,9.03,Maintenance,Hawassa Main,312,9/6/2018 9:01,,0,0.8063899290790846,-0.5982927882022105,1
Addis Ababa,2018-05-02,7.81,Equipment Failure,Addis East1,945,5/2/2018 7:48,,0,0.4229405024732888,1.5926389127388587,2
Addis Ababa,2020-06-16,3.05,Maintenance,Kotebe B,1015,6/16/2020 3:03,,0,-1.0731408669067013,1.834922039225233,2
Dire Dawa,2017-04-29,1.28,Maintenance,F1,468,4/29/2017 1:16,QR,1,-1.6294568382937984,-0.0583475348897195,0
Dire Dawa,2021-10-17,4.13,Maintenance,F5,599,10/17/2021 4:07,,0,-0.733693833517964,0.3950680303919235,0
Addis Ababa,2019-11-14,5.87,Equipment Failure,Addis Center,809,11/14/2019 5:52,,0,-0.186806946391665,1.121917409851046,2
Addis Ababa,2020-03-30,7.79,Equipment Failure,Substation name,1468,3/30/2020 7:47,,0,0.4166544462994235,3.402839986344197,2
Mojo,2020-01-06,10.35,Equipment Failure,Mojo Industrial,243,1/6/2020 10:20,,0,1.221269636554208,-0.8371147271673508,1
Bahir Dar,2019-05-13,3.16,Equipment Failure,Bahir Dar West,440,5/13/2019 3:09,,0,-1.038567557950441,-0.1552607854842692,0
Addis Ababa,2021-02-12,2.38,Equipment Failure,Weregenu,877,2/12/2021 2:22,QR,1,-1.2837237487311957,1.3572781612949525,2
Bahir Dar,2018-01-18,11.6,Maintenance,Bahir Dar West,482,1/18/2018 11:35,,0,1.614148147420802,-0.0098909095924446,1
Addis Ababa,2022-11-09,2.19,Maintenance,Hawassa South,616,11/9/2022 2:11,QR,1,-1.3434412823829185,0.4539082182529001,0
Bahir Dar,2021-03-10,6.26,Maintenance,Bahir Dar East,525,3/10/2021 6:15,,0,-0.0642288510012877,0.1389401538206137,0
Bahir Dar,2019-10-05,7.44,Equipment Failure,Bahir Dar East,631,10/5/2019 7:26,,0,0.3066484632567772,0.5058260310714089,1
Addis Ababa,2021-02-18,6.96,Equipment Failure,Line 1,206,2/18/2021 6:57,,0,0.155783115084005,-0.9651786654530056,1
Addis Ababa,2017-01-26,1.95,Equipment Failure,Line 1,295,1/26/2017 1:56,QR,1,-1.418873956469304,-0.6571329760631871,0
Bahir Dar,2018-04-07,1.63,Maintenance,Bahir Dar East,356,4/7/2018 1:37,QR,1,-1.5194508552511523,-0.4460005372679181,0
Mojo,2020-06-26,2.16,Maintenance,Mojo Industrial,185,6/26/2020 2:09,QR,1,-1.3528703666437163,-1.037863603398918,0
Addis Ababa,2018-12-14,7.44,Equipment Failure,Addis Center,981,12/14/2018 7:26,,0,0.3066484632567772,1.7172416635032797,2
Addis Ababa,2020-09-03,6.99,Maintenance,Line 3,166,9/3/2020 6:59,,0,0.1652121993448033,-1.1036261663023623,1
Addis Ababa,2018-07-23,3.57,Equipment Failure,Line 3,110,7/23/2018 3:34,,0,-0.9097034063861982,-1.2974526674914617,0
Addis Ababa,2020-04-16,8.02,Equipment Failure,TOTAL,886,4/16/2020 8:00,,0,0.4889440922988766,1.3884288489860577,2
Addis Ababa,2018-06-04,10.02,Equipment Failure,Hawassa South,397,6/4/2018 10:01,,0,1.1175497096854272,-0.3040918488973276,1
Addis Ababa,2019-10-30,1.46,Equipment Failure,Line 3,232,10/30/2019 1:27,QR,1,-1.572882332729009,-0.8751877899009238,0
Addis Ababa,2020-09-04,6.48,Accident,Line 4,180,9/4/2020 6:28,,0,0.004917766911233,-1.0551695410050874,1
Addis Ababa,2019-03-13,8.58,Equipment Failure,Hawassa Main,364,3/13/2019 8:34,,0,0.664953665167111,-0.4183110370980468,1
Dire Dawa,2019-12-29,3.78,Equipment Failure,F6,645,12/29/2019 3:46,,0,-0.8436998165606104,0.5542826563686837,0
Addis Ababa,2018-04-07,4.39,Maintenance,Nifas Silk,1099,4/7/2018 4:23,,0,-0.6519751032577126,2.125661791008882,2
Mojo,2021-03-15,7.75,Maintenance,Mojo Industrial,241,3/15/2021 7:45,,0,0.4040823339516924,-0.8440371022098186,1
Addis Ababa,2019-03-27,10.88,Accident,Substation name,1146,3/27/2019 10:52,,0,1.3878501251616442,2.288337604506876,2
Dire Dawa,2022-02-14,9.91,Maintenance,F5 ,444,2/14/2022 9:54,,0,1.0829764007291671,-0.1414160353993335,1
Addis Ababa,2018-09-05,7.41,Maintenance,PT,180,9/5/2018 7:24,,0,0.2972193789959789,-1.0551695410050874,1
Bahir Dar,2018-01-29,9.03,Maintenance,Bahir Dar West,676,1/29/2018 9:01,,0,0.8063899290790846,0.6615794695269351,1
Addis Ababa,2017-10-15,5.01,Accident,Outage per line ,1042,10/15/2017 5:00,,0,-0.4571073618678818,1.9283741022985488,2
Dire Dawa,2020-06-15,8.05,Maintenance,F5 ,445,6/15/2020 8:03,,0,0.4983731765596753,-0.1379548478780996,1
Bahir Dar,2018-05-16,6.13,Maintenance,Bahir Dar West,532,5/16/2018 6:07,,0,-0.1050882161314135,0.1631684664692511,0
Dire Dawa,2017-08-07,3.09,Maintenance,F3,471,8/7/2017 3:05,,0,-1.0605687545589704,-0.0479639723260177,0
Mojo,2018-08-15,8.72,Maintenance,Mojo Central,208,8/15/2018 8:43,,0,0.7089560583841696,-0.9582562904105378,1
Addis Ababa,2018-06-01,7.12,Equipment Failure,Kotebe A,876,6/1/2018 7:07,,0,0.206071564474929,1.3538169737737185,2
Addis Ababa,2019-08-05,4.94,Maintenance,Hawassa Main,480,8/5/2019 4:56,,0,-0.4791085584764109,-0.0168132846349125,0
Mojo,2019-04-15,11.02,Maintenance,Mojo Central,285,4/15/2019 11:01,,0,1.4318525183787023,-0.6917448512755263,1
Addis Ababa,2017-11-16,1.23,Equipment Failure,Harer No 3,283,11/16/2017 1:13,QR,1,-1.6451719787284622,-0.698667226317994,0
Addis Ababa,2022-10-02,4.47,Equipment Failure,Hawassa Main,592,10/2/2022 4:28,,0,-0.6268308785622505,0.3708397177432861,0
Addis Ababa,2017-11-24,1.63,Accident,Line 4,141,11/24/2017 1:37,QR,1,-1.5194508552511523,-1.1901558543332105,0
Bahir Dar,2021-10-31,9.43,Maintenance,Bahir Dar West,568,10/31/2021 9:25,,0,0.9321110525563948,0.2877712172336721,1
Addis Ababa,2018-01-22,8.72,Maintenance,Nifas Silk,858,1/22/2018 8:43,,0,0.7089560583841696,1.291515598391508,2
Addis Ababa,2019-12-31,4.64,Maintenance,Harer No 3,103,12/31/2019 4:38,,0,-0.5733994010843937,-1.321680980140099,0
Addis Ababa,2022-12-21,8.43,Equipment Failure,Fedis,266,12/21/2022 8:25,,0,0.6178082438631196,-0.7575074141789707,1
Mojo,2022-02-04,5.36,Maintenance,Mojo Industrial,235,2/4/2022 5:21,,0,-0.3471013788252353,-0.8648042273372221,0
Mojo,2020-02-07,9.32,Maintenance,Mojo Industrial,283,2/7/2020 9:19,,0,0.8975377436001347,-0.698667226317994,1
Addis Ababa,2021-04-28,6.0,Maintenance,Bole Lemi,1107,4/28/2021 5:59,,0,-0.1459475812615392,2.1533512911787533,2
Addis Ababa,2021-09-16,5.54,Maintenance,Fedis,146,9/16/2021 5:32,,0,-0.2905268732604458,-1.1728499167270408,0
Addis Ababa,2018-10-20,11.28,Equipment Failure,PT,165,10/20/2018 11:16,,0,1.513571248638954,-1.1070873538235964,1
Addis Ababa,2020-05-16,3.76,Equipment Failure,Hawassa South,432,5/16/2020 3:45,,0,-0.8499858727344759,-0.1829502856541405,0
Addis Ababa,2020-05-28,2.32,Accident,Hawassa South,549,5/28/2020 2:19,QR,1,-1.3025819172527922,0.2220086543302277,0
Addis Ababa,2019-05-23,7.43,Equipment Failure,Kality North,849,5/23/2019 7:25,,0,0.3035054351698443,1.260364910700403,2
Addis Ababa,2021-02-21,11.66,Equipment Failure,Hawassa South,522,2/21/2021 11:39,,0,1.6330063159423989,0.1285565912569119,1
Addis Ababa,2017-05-12,5.16,Maintenance,Harer No 3,251,5/12/2017 5:09,,0,-0.4099619405638904,-0.8094252269974794,0
Bahir Dar,2021-11-18,1.68,Equipment Failure,Bahir Dar West,524,11/18/2021 1:40,QR,1,-1.5037357148164885,0.1354789662993798,0
Addis Ababa,2019-11-10,4.73,Maintenance,Outage per line ,990,11/10/2019 4:43,,0,-0.5451121483019987,1.7483923511943849,2
Addis Ababa,2020-10-11,6.57,Accident,Sebeta 1,1043,10/11/2020 6:33,,0,0.0332050196936277,1.9318352898197828,2
Addis Ababa,2019-09-13,2.78,Accident,Hawassa South,664,9/13/2019 2:46,QR,1,-1.1580026252538858,0.6200452192721281,0
Addis Ababa,2019-01-03,8.24,Maintenance,Hawassa Main,629,1/3/2019 8:14,,0,0.5580907102113974,0.498903656028941,1
Dire Dawa,2019-03-02,11.98,Equipment Failure,Dire Dawa Substation 1,654,3/2/2019 11:58,,0,1.733583214724247,0.585433344059789,1
Bahir Dar,2020-05-12,5.97,Equipment Failure,Bahir Dar West,560,5/12/2020 5:58,,0,-0.1553766655223376,0.2600817170638008,0
Addis Ababa,2022-08-03,4.9,Maintenance,Line 2,114,8/3/2022 4:54,,0,-0.4916806708241419,-1.283607917406526,0
Addis Ababa,2018-07-19,5.41,Accident,Line 1,125,7/19/2018 5:24,,0,-0.3313862383905716,-1.245534854672953,0
Addis Ababa,2017-02-13,2.27,Equipment Failure,Mekanisa,902,2/13/2017 2:15,QR,1,-1.3182970576874562,1.4438078493258002,2
Addis Ababa,2017-09-23,10.72,Maintenance,Kotebe A,856,9/23/2017 10:42,,0,1.3375616757707205,1.28459322334904,2
Mojo,2022-03-15,5.56,Equipment Failure,Mojo Industrial,147,3/15/2022 5:33,,0,-0.2842408170865805,-1.1693887292058067,0
Mojo,2022-10-11,5.26,Maintenance,Mojo Industrial,134,10/11/2022 5:15,,0,-0.378531659694563,-1.2143841669818476,0
Addis Ababa,2018-03-12,8.26,Equipment Failure,Hawassa Main,626,3/12/2018 8:15,,0,0.5643767663852628,0.4885200934652393,1
Addis Ababa,2020-06-15,5.86,Maintenance,Line 1,275,6/15/2020 5:51,,0,-0.1899499744785976,-0.7263567264878654,0
Mojo,2020-11-22,8.13,Maintenance,Mojo Industrial,225,11/22/2020 8:07,,0,0.5235174012551373,-0.8994161025495613,1
Mojo,2018-01-18,1.68,Equipment Failure,Mojo Industrial,222,1/18/2018 1:40,QR,1,-1.5037357148164885,-0.909799665113263,0
Addis Ababa,2021-09-05,9.95,Maintenance,Hawassa South,499,9/5/2021 9:57,,0,1.0955485130768978,0.0489492782685318,1
Addis Ababa,2019-02-17,11.35,Equipment Failure,DUKEM,1010,2/17/2019 11:20,,0,1.5355724452474833,1.8176161016190635,2
Mojo,2021-01-14,8.14,Accident,Mojo Industrial,206,1/14/2021 8:08,,0,0.52666042934207,-0.9651786654530056,1
Mojo,2019-12-04,11.5,Equipment Failure,Mojo Central,205,12/4/2019 11:30,,0,1.5827178665514747,-0.9686398529742396,1
Dire Dawa,2021-06-01,2.67,Maintenance,F4,530,6/1/2021 2:39,QR,1,-1.1925759342101458,0.1562460914267833,0
Dire Dawa,2022-05-03,6.25,Maintenance,F5 ,612,5/3/2022 6:15,,0,-0.0673718790882204,0.4400634681679644,0
Addis Ababa,2019-04-15,7.62,Maintenance,Kotebe A,1075,4/15/2019 7:37,,0,0.3632229688215667,2.042593290499268,2
Dire Dawa,2018-09-20,7.4,Maintenance,F3,617,9/20/2018 7:23,,0,0.2940763509090462,0.457369405774134,1
Addis Ababa,2020-10-15,5.42,Maintenance,Harer No 3,235,10/15/2020 5:24,,0,-0.3282432103036389,-0.8648042273372221,0
Addis Ababa,2017-11-14,4.72,Maintenance,Fedis,191,11/14/2017 4:43,,0,-0.5482551763889317,-1.0170964782715144,0
Dire Dawa,2018-01-02,2.4,Maintenance,F3,660,1/2/2018 2:23,QR,1,-1.27743769255733,0.6062004691871925,0
Bahir Dar,2021-11-04,5.31,Equipment Failure,Bahir Dar West,657,11/4/2021 5:18,,0,-0.3628165192598993,0.5958169066234907,0
Dire Dawa,2019-01-09,2.79,Equipment Failure,F5 ,682,1/9/2019 2:47,QR,1,-1.1548595971669529,0.6823465946543387,0
Addis Ababa,2020-10-14,9.08,Maintenance,Substation name,1106,10/14/2020 9:04,,0,0.8221050695137486,2.1498901036575195,2
Bahir Dar,2020-06-05,3.3,Maintenance,Bahir Dar East,363,6/5/2020 3:17,,0,-0.9945651647333824,-0.4217722246192807,0
Addis Ababa,2022-02-03,1.64,Accident,Hawassa South,374,2/3/2022 1:38,QR,1,-1.5163078271642196,-0.3836991618857077,0
Bahir Dar,2017-06-06,7.08,Accident,Bahir Dar West,482,6/6/2017 7:04,,0,0.193499452127198,-0.0098909095924446,1
Mojo,2017-12-21,7.55,Equipment Failure,Mojo Central,167,12/21/2017 7:32,,0,0.3412217722130373,-1.1001649787811285,1
Addis Ababa,2018-05-15,10.59,Accident,Line1,271,5/15/2018 10:35,,0,1.2967023106405942,-0.7402014765728011,1
Mojo,2018-11-25,7.35,Equipment Failure,Mojo Industrial,209,11/25/2018 7:20,,0,0.2783612104743822,-0.954795102889304,1
Addis Ababa,2018-10-01,4.8,Equipment Failure,Hawassa Main,435,10/1/2018 4:48,,0,-0.5231109516934697,-0.1725667230904387,0
Addis Ababa,2018-08-09,9.83,Accident,PT,192,8/9/2018 9:49,,0,1.057832176033705,-1.0136352907502806,1
Addis Ababa,2020-11-12,6.94,Equipment Failure,Kotebe B,833,11/12/2020 6:56,,0,0.1494970589101396,1.20498591036066,2
Mojo,2018-08-18,1.87,Maintenance,Mojo Central,146,8/18/2018 1:52,QR,1,-1.444018181164766,-1.1728499167270408,0
Mojo,2019-09-02,7.22,Equipment Failure,Mojo Industrial,227,9/2/2019 7:13,,0,0.2375018453442565,-0.8924937275070934,1
Addis Ababa,2022-03-05,10.99,Accident,Kality 1,1139,3/5/2022 10:59,,0,1.4224234341179045,2.264109291858239,2
Addis Ababa,2019-03-07,5.36,Maintenance,Sebeta 2,896,3/7/2019 5:21,,0,-0.3471013788252353,1.423040724198397,2
Bahir Dar,2020-07-09,4.26,Maintenance,Bahir Dar West,551,7/9/2020 4:15,,0,-0.6928344683878382,0.2289310293726955,0
Addis Ababa,2022-10-16,2.58,Maintenance,Bole Lemi,814,10/16/2022 2:34,QR,1,-1.2208631869925406,1.1392233474572155,2
Dire Dawa,2019-06-26,2.67,Maintenance,F1,684,6/26/2019 2:39,QR,1,-1.1925759342101458,0.6892689696968064,0
Addis Ababa,2018-02-07,5.76,Equipment Failure,Hawassa Main,611,2/7/2018 5:45,,0,-0.2213802553479253,0.4366022806467305,0
Bahir Dar,2017-02-20,7.55,Maintenance,Bahir Dar West,645,2/20/2017 7:33,,0,0.3412217722130373,0.5542826563686837,1
Bahir Dar,2021-05-13,1.89,Equipment Failure,Bahir Dar East,551,5/13/2021 1:53,QR,1,-1.4377321249909008,0.2289310293726955,0
Addis Ababa,2020-12-20,11.34,Equipment Failure,Hawassa South,433,12/20/2020 11:20,,0,1.5324294171605506,-0.1794890981329066,1
Dire Dawa,2022-08-22,9.31,Maintenance,F2,538,8/22/2022 9:18,,0,0.894394715513202,0.1839355915966546,1
Addis Ababa,2021-03-15,7.45,Equipment Failure,Kality 1,1148,3/15/2021 7:27,,0,0.3097914913437099,2.295259979549344,2
Addis Ababa,2017-06-25,10.11,Equipment Failure,Nifas Silk,1199,6/25/2017 10:06,,0,1.145836962467822,2.4717805431322737,2
Bahir Dar,2018-01-01,1.88,Maintenance,Bahir Dar East,485,1/1/2018 1:52,QR,1,-1.4408751530778334,0.000492652971257,0
Addis Ababa,2017-08-14,6.25,Maintenance,Hawassa Main,354,8/14/2017 6:14,,0,-0.0673718790882204,-0.452922912310386,0
Dire Dawa,2017-05-20,7.93,Maintenance,F1,700,5/20/2017 7:55,,0,0.4606568395164819,0.7446479700365491,2
Mojo,2022-04-09,10.12,Equipment Failure,Mojo Central,241,4/9/2022 10:06,,0,1.1489799905547546,-0.8440371022098186,1
