City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Mojo,2021-06-12,10.85,Maintenance,Mojo Industrial,194,6/12/2021 10:51,,0,1.3784210409008457,-1.0067129157078127
Addis Ababa,2021-07-26,4.27,Maintenance,Line 2,120,7/26/2021 4:16,,0,-0.6896914403009056,-1.2628407922791225
Dire Dawa,2021-03-06,3.53,Equipment Failure,F3,344,3/6/2021 3:31,,0,-0.9222755187339292,-0.48753478752272517
Addis Ababa,2017-08-03,5.52,Maintenance,Gefersa,610,8/3/2017 5:31,,0,-0.29681292943431153,0.43314109312549665
Addis Ababa,2017-10-21,3.65,Equipment Failure,Sebeta 2,938,10/21/2017 3:38,,0,-0.8845591816907362,1.5684106000902214
Mojo,2019-11-11,8.4,Maintenance,Mojo Central,268,11/11/2019 8:23,,0,0.6083791596023215,-0.7505850391365029
Addis Ababa,2018-05-25,10.09,Equipment Failure,Hawassa South,310,5/25/2018 10:05,,0,1.1395509062939566,-0.6052151632446784
Dire Dawa,2022-02-25,8.4,Equipment Failure,F1,534,2/25/2022 8:24,,0,0.6083791596023215,0.17009084151171897
Addis Ababa,2018-09-13,10.07,Maintenance,Weregenu,853,9/13/2018 10:04,,0,1.1332648501200913,1.2742096607853384
Bahir Dar,2022-04-05,5.37,Maintenance,Bahir Dar East,525,4/5/2022 5:22,,0,-0.34395835073830267,0.13894015382061373
Dire Dawa,2019-06-14,2.72,Maintenance,F5 ,589,6/14/2019 2:43,QR,1,-1.176860793775482,0.3604561551795844
Bahir Dar,2018-02-18,9.12,Maintenance,Bahir Dar East,440,2/18/2018 9:07,,0,0.8346771818614793,-0.1552607854842692
Addis Ababa,2021-04-03,4.97,Equipment Failure,Gofa,1108,4/3/2021 4:57,,0,-0.46967947421561285,2.156812478699987
Mojo,2021-09-25,8.38,Maintenance,Mojo Industrial,135,9/25/2021 8:23,,0,0.6020931034284561,-1.2109229794606138
Mojo,2020-06-19,3.98,Equipment Failure,Mojo Industrial,285,6/19/2020 3:58,,0,-0.7808392548219553,-0.6917448512755263
Mojo,2017-09-16,1.89,Maintenance,Mojo Central,194,9/16/2017 1:53,QR,1,-1.4377321249909008,-1.0067129157078127
Addis Ababa,2017-01-16,11.92,Equipment Failure,DUKEM,1177,1/16/2017 11:55,,0,1.7147250462026502,2.3956344176651276
Bahir Dar,2020-12-04,2.72,Equipment Failure,Bahir Dar East,465,12/4/2020 2:43,QR,1,-1.176860793775482,-0.06873109745342128
Addis Ababa,2021-02-15,11.87,Maintenance,Addis North,940,2/15/2021 11:52,,0,1.6990099057679864,1.575332975132689
Mojo,2018-11-23,11.75,Maintenance,Mojo Central,227,11/23/2018 11:45,,0,1.6612935687247936,-0.8924937275070934
Dire Dawa,2019-03-05,9.73,Maintenance,F6,670,3/5/2019 9:43,,0,1.0264018951643776,0.6408123443995316
Bahir Dar,2017-12-05,8.25,Maintenance,Bahir Dar East,484,12/5/2017 8:15,,0,0.5612337382983301,-0.0029685345499768654
Mojo,2020-11-27,7.36,Accident,Mojo Industrial,292,11/27/2020 7:21,,0,0.28150423856131523,-0.6675165386268889
Addis Ababa,2018-07-10,10.53,Maintenance,Line 1,203,7/10/2018 10:31,,0,1.2778441421189974,-0.9755622280167074
Bahir Dar,2022-02-16,4.18,Equipment Failure,Bahir Dar East,637,2/16/2022 4:11,,0,-0.7179786930833003,0.5265931561988124
Bahir Dar,2019-07-17,6.14,Maintenance,Bahir Dar West,628,7/17/2019 6:08,,0,-0.10194518804448081,0.4954424685077071
Addis Ababa,2019-03-12,7.81,Maintenance,TL,248,3/12/2019 7:48,,0,0.42294050247328885,-0.8198087895611812
Addis Ababa,2018-08-27,5.52,Equipment Failure,Average interruption per year/line    ,1152,8/27/2018 5:31,,0,-0.29681292943431153,2.3091047296342797
Dire Dawa,2021-01-30,5.7,Maintenance,F6,697,1/30/2021 5:42,,0,-0.2402384238695218,0.7342644074728474
Mojo,2021-07-12,4.63,Maintenance,Mojo Central,256,7/12/2021 4:37,,0,-0.5765424291713264,-0.7921192893913098
Addis Ababa,2019-06-24,7.21,Accident,Outage per line ,986,6/24/2019 7:12,,0,0.2343588172573238,1.7345476011094492
Addis Ababa,2021-09-13,10.36,Maintenance,Addis East1,909,9/13/2021 10:21,,0,1.2244126646411406,1.4680361619744378
Addis Ababa,2019-11-23,3.22,Maintenance,Hawassa South,377,11/23/2019 3:13,,0,-1.0197093894288445,-0.3733155993220059
Addis Ababa,2019-03-22,11.28,Equipment Failure,Addis West,1173,3/22/2019 11:16,,0,1.5135712486389539,2.381789667580192
Addis Ababa,2020-04-30,8.58,Maintenance,Kality 2,924,4/30/2020 8:34,,0,0.664953665167111,1.5199539747929465
Bahir Dar,2018-07-10,10.06,Maintenance,Bahir Dar East,619,7/10/2018 10:03,,0,1.1301218220331586,0.4642917808166019
Dire Dawa,2018-11-03,7.12,Maintenance,F2,613,11/3/2018 7:07,,0,0.20607156447492908,0.44352465568919835
Mojo,2019-01-25,9.57,Equipment Failure,Mojo Industrial,170,1/25/2019 9:34,,0,0.9761134457734535,-1.0897814162174266
Dire Dawa,2021-03-26,1.18,Maintenance,F2,511,3/26/2021 1:10,QR,1,-1.660887119163126,0.09048352852333888
Addis Ababa,2021-05-31,10.0,Maintenance,Sebeta 2,963,5/31/2021 10:00,,0,1.1112636535115619,1.654940288121069
Addis Ababa,2022-02-16,1.44,Maintenance,Addis East1,1094,2/16/2022 1:26,QR,1,-1.5791683889028747,2.1083558534027125
Dire Dawa,2020-12-14,10.79,Equipment Failure,F1,561,12/14/2020 10:47,,0,1.359562872379249,0.2635429045850347
Addis Ababa,2021-06-26,11.91,Equipment Failure,Harer No 3,230,6/26/2021 11:54,,0,1.7115820181157175,-0.8821101649433917
Mojo,2019-09-06,4.23,Equipment Failure,Mojo Central,127,9/6/2019 4:14,,0,-0.7022635526486364,-1.2386124796304852
Addis Ababa,2021-03-12,3.31,Maintenance,Bedesa,235,3/12/2021 3:18,,0,-0.9914221366464497,-0.8648042273372221
Addis Ababa,2017-12-21,9.42,Equipment Failure,Hawassa Main,354,12/21/2017 9:25,,0,0.9289680244694621,-0.452922912310386
Mojo,2018-04-15,3.78,Equipment Failure,Mojo Industrial,100,4/15/2018 3:46,,0,-0.8436998165606104,-1.332064542703801
Mojo,2019-05-28,10.52,Equipment Failure,Mojo Industrial,281,5/28/2019 10:31,,0,1.2747011140320648,-0.7055896013604619
Addis Ababa,2019-01-12,2.13,Equipment Failure,Line1,277,1/12/2019 2:07,QR,1,-1.3622994509045145,-0.7194343514453976
Addis Ababa,2020-04-20,2.39,Maintenance,Hawassa Main,463,4/20/2020 2:23,QR,1,-1.2805807206442628,-0.07565347249588911
Dire Dawa,2021-03-07,11.77,Equipment Failure,F2,457,3/7/2021 11:46,,0,1.667579624898659,-0.09642059762329261
Addis Ababa,2021-03-28,8.41,Maintenance,Hawassa South,457,3/28/2021 8:24,,0,0.6115221876892541,-0.09642059762329261
Bahir Dar,2017-12-19,10.32,Equipment Failure,Bahir Dar West,501,12/19/2017 10:18,,0,1.21184055229341,0.05587165331099972
Mojo,2022-10-14,4.57,Equipment Failure,Mojo Central,261,10/14/2022 4:34,,0,-0.5954005976929228,-0.7748133517851402
Addis Ababa,2017-01-12,8.44,Equipment Failure,Hawassa South,638,1/12/2017 8:26,,0,0.6209512719500523,0.5300543437200463
Bahir Dar,2017-07-19,7.54,Maintenance,Bahir Dar East,343,7/19/2017 7:32,,0,0.33807874412610467,-0.4909959750439591
Mojo,2017-11-15,7.63,Accident,Mojo Industrial,198,11/15/2017 7:38,,0,0.3663659969084994,-0.992868165622877
Addis Ababa,2022-07-21,8.51,Accident,Hawassa Main,658,7/21/2022 8:30,,0,0.6429524685585816,0.5992780941447247
Dire Dawa,2019-08-12,7.33,Equipment Failure,F2,538,8/12/2019 7:19,,0,0.2720751543005169,0.18393559159665462
Bahir Dar,2017-05-21,5.72,Equipment Failure,Bahir Dar East,344,5/21/2017 5:43,,0,-0.23395236769565642,-0.48753478752272517
Mojo,2018-05-01,4.04,Equipment Failure,Mojo Industrial,100,5/1/2018 4:02,,0,-0.7619810863003588,-1.332064542703801
Addis Ababa,2017-06-25,9.45,Maintenance,Harer No 3,153,6/25/2017 9:27,,0,0.9383971087302602,-1.1486216040784032
Dire Dawa,2017-03-24,3.49,Maintenance,F5 ,309,3/24/2017 3:29,,0,-0.9348476310816601,-0.6086763507659123
Mojo,2019-04-22,8.62,Equipment Failure,Mojo Central,143,4/22/2019 8:36,,0,0.6775257775148417,-1.1832334792907424
Dire Dawa,2022-11-26,3.57,Equipment Failure,F2,577,11/26/2022 3:33,,0,-0.9097034063861982,0.3189219049247774
Mojo,2020-09-06,7.88,Maintenance,Mojo Central,181,9/6/2020 7:52,,0,0.4449416990818182,-1.0517083534838536
Addis Ababa,2020-02-16,9.22,Maintenance,Addis North,851,2/16/2020 9:13,,0,0.8661074627308073,1.2672872857428705
Dire Dawa,2021-04-08,3.41,Equipment Failure,F5 ,617,4/8/2021 3:24,,0,-0.9599918557771222,0.45736940577413404
Dire Dawa,2020-08-01,1.66,Maintenance,F6,593,8/1/2020 1:39,QR,1,-1.5100217709903538,0.37430090526452003
Addis Ababa,2022-09-03,2.44,Maintenance,Weregenu,1133,9/3/2022 2:26,QR,1,-1.2648655802095994,2.243342166730835
Dire Dawa,2021-12-02,7.67,Equipment Failure,F5 ,656,12/2/2021 7:39,,0,0.3789381092562304,0.5923557191022568
Addis Ababa,2020-11-03,10.34,Maintenance,Hawassa South,356,11/3/2020 10:20,,0,1.2181266084672753,-0.44600053726791816
Addis Ababa,2019-08-20,1.49,Maintenance,Weregenu,1139,8/20/2019 1:29,QR,1,-1.5634532484682107,2.264109291858239
Bahir Dar,2018-03-18,9.08,Maintenance,Bahir Dar West,394,3/18/2018 9:04,,0,0.8221050695137486,-0.31447541146102936
Addis Ababa,2020-12-09,4.75,Maintenance,Hawassa Main,632,12/9/2020 4:45,,0,-0.5388260921281334,0.5092872185926428
Addis Ababa,2021-10-27,6.26,Equipment Failure,PT,178,10/27/2021 6:15,,0,-0.06422885100128775,-1.0620919160475553
Addis Ababa,2018-09-19,11.22,Maintenance,Hawassa South,467,9/19/2018 11:13,,0,1.4947130801173578,-0.06180872241095345
Addis Ababa,2017-03-15,4.65,Equipment Failure,Weregenu,946,3/15/2017 4:39,,0,-0.5702563729974608,1.5961001002600925
Addis Ababa,2020-08-05,6.12,Maintenance,Fedis,211,8/5/2020 6:07,,0,-0.10823124421834619,-0.9478727278468361
Addis Ababa,2020-02-04,1.15,Accident,Line 4,231,2/4/2020 1:09,QR,1,-1.6703162034239243,-0.8786489774221578
Dire Dawa,2018-05-23,1.9,Maintenance,F2,501,5/23/2018 1:53,QR,1,-1.4345890969039679,0.05587165331099972
Mojo,2018-01-07,3.84,Maintenance,Mojo Central,105,1/7/2018 3:50,,0,-0.8248416480390138,-1.3147586050976312
Bahir Dar,2017-03-20,1.31,Equipment Failure,Bahir Dar East,374,3/20/2017 1:18,QR,1,-1.6200277540330001,-0.3836991618857077
Addis Ababa,2018-06-08,7.95,Equipment Failure,Line1,147,6/8/2018 7:56,,0,0.4669428956903476,-1.1693887292058067
Dire Dawa,2017-01-01,5.69,Maintenance,F3,641,1/1/2017 5:41,,0,-0.24338145195645447,0.540437906283748
Addis Ababa,2017-12-11,7.03,Equipment Failure,Line 3,223,12/11/2017 7:01,,0,0.17778431169253434,-0.9063384775920291
Addis Ababa,2022-12-24,2.92,Maintenance,Hawassa South,481,12/24/2022 2:55,QR,1,-1.1140002320368272,-0.013352097113678615
Dire Dawa,2021-09-04,4.26,Maintenance,F6,444,9/4/2021 4:15,,0,-0.6928344683878382,-0.14141603539933353
Mojo,2019-02-13,8.3,Accident,Mojo Industrial,199,2/13/2019 8:18,,0,0.576948878732994,-0.9894069781016431
Dire Dawa,2019-05-16,11.62,Maintenance,F6,519,5/16/2019 11:37,,0,1.6204342035946675,0.11817302869321021
Addis Ababa,2020-07-07,1.55,Equipment Failure,Kotebe A,813,7/7/2020 1:33,QR,1,-1.5445950799466142,1.1357621599359817
Addis Ababa,2020-02-08,10.79,Equipment Failure,Hawassa Main,549,2/8/2020 10:47,,0,1.359562872379249,0.2220086543302277
Dire Dawa,2021-06-02,7.35,Equipment Failure,F2,471,6/2/2021 7:20,,0,0.2783612104743822,-0.04796397232601778
Mojo,2017-05-31,7.2,Maintenance,Mojo Central,202,5/31/2017 7:12,,0,0.23121578917039112,-0.9790234155379414
Dire Dawa,2017-07-17,6.5,Maintenance,F3,316,7/17/2017 6:30,,0,0.011203823085098376,-0.5844480381172749
Mojo,2018-09-16,1.76,Maintenance,Mojo Industrial,253,9/16/2018 1:45,QR,1,-1.4785914901210264,-0.8025028519550116
Mojo,2021-12-23,1.99,Maintenance,Mojo Industrial,178,12/23/2021 1:59,QR,1,-1.406301844121573,-1.0620919160475553
Bahir Dar,2022-06-27,7.61,Maintenance,Bahir Dar East,316,6/27/2022 7:36,,0,0.360079940734634,-0.5844480381172749
Mojo,2019-02-02,4.75,Equipment Failure,Mojo Central,262,2/2/2019 4:45,,0,-0.5388260921281334,-0.7713521642639064
Bahir Dar,2022-10-11,11.09,Maintenance,Bahir Dar West,383,10/11/2022 11:05,,0,1.4538537149872317,-0.35254847419460245
Dire Dawa,2018-08-29,5.47,Maintenance,F5,564,8/29/2018 5:28,,0,-0.31252806986897524,0.2739264671487365
Addis Ababa,2020-08-20,2.58,Maintenance,TL,174,8/20/2020 2:34,QR,1,-1.2208631869925406,-1.075936666132491
Addis Ababa,2018-03-03,8.86,Maintenance,Hawassa South,371,3/3/2018 8:51,,0,0.7529584516012279,-0.39408272444940945
Dire Dawa,2022-07-30,4.23,Maintenance,F6,322,7/30/2022 4:13,,0,-0.7022635526486364,-0.5636809129898713
Dire Dawa,2020-06-13,6.78,Maintenance,F5,593,6/13/2020 6:46,,0,0.09920860951921553,0.37430090526452003
Addis Ababa,2018-07-26,8.68,Equipment Failure,Hawassa South,623,7/26/2018 8:40,,0,0.6963839460364384,0.4781365309015375
Addis Ababa,2019-06-11,10.9,Equipment Failure,Hawassa Main,528,6/11/2019 10:54,,0,1.3941361813355098,0.14932371638431546
Addis Ababa,2017-08-22,9.71,Equipment Failure,Line1,111,8/22/2017 9:42,,0,1.0201158389905123,-1.2939914799702277
Mojo,2017-06-08,8.44,Maintenance,Mojo Industrial,280,6/8/2017 8:26,,0,0.6209512719500523,-0.7090507888816958
Addis Ababa,2018-10-07,8.48,Maintenance,Hawassa Main,351,10/7/2018 8:28,,0,0.6335233842977835,-0.46330647487408777
Addis Ababa,2022-09-05,11.41,Equipment Failure,Mekanisa,999,9/5/2022 11:24,,0,1.55443061376908,1.7795430388854905
Bahir Dar,2021-10-25,4.25,Equipment Failure,Bahir Dar East,616,10/25/2021 4:15,,0,-0.695977496474771,0.4539082182529001
Addis Ababa,2022-09-27,1.01,Equipment Failure,Line 4,275,9/27/2022 1:00,QR,1,-1.7143185966409829,-0.7263567264878654
Dire Dawa,2022-04-03,3.99,Equipment Failure,F5 ,549,4/3/2022 3:59,,0,-0.7776962267350225,0.2220086543302277
Addis Ababa,2021-11-16,3.4,Equipment Failure,Hawassa Main,442,11/16/2021 3:23,,0,-0.963134883864055,-0.14833841044180135
Dire Dawa,2020-06-13,8.28,Maintenance,F2,672,6/13/2020 8:16,,0,0.5706628225591281,0.6477347194419995
Addis Ababa,2021-03-01,7.97,Equipment Failure,Sebeta 1,923,3/1/2021 7:58,,0,0.47322895186421293,1.5164927872717124
Addis Ababa,2022-10-17,7.53,Equipment Failure,Bedesa,166,10/17/2022 7:31,,0,0.334935716039172,-1.1036261663023623
Addis Ababa,2020-05-18,1.18,Equipment Failure,Kality 2,1184,5/18/2020 1:10,QR,1,-1.660887119163126,2.4198627303137648
Addis Ababa,2021-08-14,9.02,Maintenance,Sululta 33,1097,8/14/2021 9:00,,0,0.8032469009921519,2.1187394159664144
Addis Ababa,2021-07-17,4.56,Maintenance,Total No oflines,1129,7/17/2021 4:33,,0,-0.5985436257798558,2.2294974166458994
Addis Ababa,2022-10-07,8.32,Equipment Failure,Line 4,125,10/7/2022 8:18,,0,0.5832349349068594,-1.245534854672953
Dire Dawa,2019-10-02,7.12,Equipment Failure,Dire Dawa Substation 1,659,10/2/2019 7:07,,0,0.20607156447492908,0.6027392816659586
Mojo,2019-10-06,4.77,Equipment Failure,Mojo Central,172,10/6/2019 4:46,,0,-0.532540035954268,-1.0828590411749588
Addis Ababa,2020-07-09,2.48,Maintenance,TL,122,7/9/2020 2:28,QR,1,-1.2522934678618682,-1.2559184172366546
Mojo,2017-03-01,2.04,Maintenance,Mojo Industrial,176,3/1/2017 2:02,QR,1,-1.3905867036869093,-1.069014291090023
Mojo,2017-09-12,10.15,Maintenance,Mojo Central,222,9/12/2017 10:08,,0,1.158409074815553,-0.909799665113263
Bahir Dar,2017-05-28,11.1,Equipment Failure,Bahir Dar East,509,5/28/2017 11:06,,0,1.4569967430741646,0.08356115348087105
Addis Ababa,2020-10-19,8.15,Accident,Bedesa,193,10/19/2020 8:08,,0,0.5298034574290027,-1.0101741032290465
Bahir Dar,2022-12-18,2.14,Accident,Bahir Dar West,453,12/18/2022 2:08,QR,1,-1.3591564228175816,-0.11026534770822828
Addis Ababa,2021-01-22,5.42,Equipment Failure,Harer Water,227,1/22/2021 5:25,,0,-0.32824321030363895,-0.8924937275070934
Mojo,2018-05-19,9.02,Equipment Failure,Mojo Central,269,5/19/2018 9:01,,0,0.8032469009921519,-0.747123851615269
Dire Dawa,2018-11-23,9.58,Maintenance,F4,569,11/23/2018 9:34,,0,0.9792564738603863,0.291232404754906
Addis Ababa,2022-09-24,2.3,Maintenance,Kality North,1193,9/24/2022 2:18,QR,1,-1.3088679734266577,2.4510134180048704
Addis Ababa,2020-02-06,1.0,Equipment Failure,Hawassa South,373,2/6/2020 1:00,QR,1,-1.7174616247279155,-0.3871603494069416
Addis Ababa,2017-01-22,8.83,Maintenance,Gelan,1045,1/22/2017 8:50,,0,0.7435293673404297,1.9387576648622507
Addis Ababa,2021-12-28,4.92,Equipment Failure,Line 1,261,12/28/2021 4:55,,0,-0.48539461465027656,-0.7748133517851402
Addis Ababa,2018-06-28,3.8,Maintenance,Gefersa,1079,6/28/2018 3:47,,0,-0.8374137603867449,2.0564380405842035
Mojo,2017-07-23,1.14,Maintenance,Mojo Central,169,7/23/2017 1:08,QR,1,-1.6734592315108572,-1.0932426037386607
Addis Ababa,2021-01-15,6.94,Accident,Hawassa South,420,1/15/2021 6:56,,0,0.14949705891013962,-0.22448453590894754
Addis Ababa,2021-12-04,10.36,Equipment Failure,Bedesa,249,12/4/2021 10:21,,0,1.2244126646411406,-0.8163476020399473
Addis Ababa,2017-06-16,11.53,Maintenance,Harer Water,105,6/16/2017 11:32,,0,1.5921469508122728,-1.3147586050976312
Bahir Dar,2022-08-02,7.22,Equipment Failure,Bahir Dar West,408,8/2/2022 7:13,,0,0.2375018453442565,-0.2660187861637545
Mojo,2019-11-10,6.66,Equipment Failure,Mojo Central,113,11/10/2019 6:39,,0,0.061492272476022465,-1.2870691049277598
Dire Dawa,2019-02-14,1.94,Equipment Failure,F3,335,2/14/2019 1:56,QR,1,-1.422016984556237,-0.5186854752138305
Addis Ababa,2022-05-13,7.04,Maintenance,Line1,152,5/13/2022 7:02,,0,0.18092733977946704,-1.1520827915996372
Addis Ababa,2018-08-13,5.18,Maintenance,Hawassa South,310,8/13/2018 5:10,,0,-0.40367588439002505,-0.6052151632446784
Bahir Dar,2022-09-06,7.68,Maintenance,Bahir Dar West,579,9/6/2022 7:40,,0,0.3820811373431631,0.3258442799672452
Bahir Dar,2021-02-05,5.28,Equipment Failure,Bahir Dar West,623,2/5/2021 5:16,,0,-0.37224560352069735,0.4781365309015375
Dire Dawa,2022-06-16,3.64,Maintenance,F4,550,6/16/2022 3:38,,0,-0.8877022097776689,0.22546984185146163
Bahir Dar,2019-12-29,2.04,Equipment Failure,Bahir Dar West,335,12/29/2019 2:02,QR,1,-1.3905867036869093,-0.5186854752138305
Bahir Dar,2018-03-14,4.46,Maintenance,Bahir Dar East,497,3/14/2018 4:27,,0,-0.6299739066491832,0.042026903226064054
Addis Ababa,2021-05-30,2.06,Equipment Failure,DUKEM,1045,5/30/2021 2:03,QR,1,-1.3843006475130437,1.9387576648622507
Mojo,2022-03-27,2.95,Equipment Failure,Mojo Industrial,143,3/27/2022 2:56,QR,1,-1.1045711477760287,-1.1832334792907424
Mojo,2018-03-29,11.86,Equipment Failure,Mojo Industrial,226,3/29/2018 11:51,,0,1.6958668776810537,-0.8959549150283274
Bahir Dar,2018-03-21,5.89,Maintenance,Bahir Dar East,540,3/21/2018 5:53,,0,-0.18052089021779963,0.19085796663912247
Addis Ababa,2018-07-01,6.85,Maintenance,Hawassa South,501,7/1/2018 6:51,,0,0.12120980612774461,0.05587165331099972
Addis Ababa,2020-09-16,10.61,Maintenance,Hawassa South,394,9/16/2020 10:36,,0,1.3029883668144595,-0.31447541146102936
Mojo,2017-12-08,11.95,Accident,Mojo Industrial,158,12/8/2017 11:57,,0,1.7241541304634485,-1.1313156664722337
Bahir Dar,2017-08-22,7.41,Maintenance,Bahir Dar East,300,8/22/2017 7:24,,0,0.2972193789959789,-0.6398270384570175
Mojo,2022-07-09,9.94,Equipment Failure,Mojo Central,286,7/9/2022 9:56,,0,1.0924054849899651,-0.6882836637542924
Addis Ababa,2021-01-20,4.6,Maintenance,Bedesa,127,1/20/2021 4:35,,0,-0.5859715134321247,-1.2386124796304852
Dire Dawa,2020-12-23,4.36,Equipment Failure,Dire Dawa Substation 1,631,12/23/2020 4:21,,0,-0.6614041875185106,0.5058260310714089
Dire Dawa,2020-09-06,5.43,Maintenance,F4,378,9/6/2020 5:25,,0,-0.3251001822167062,-0.369854411800772
Addis Ababa,2021-08-01,8.4,Equipment Failure,Hawassa South,662,8/1/2021 8:23,,0,0.6083791596023215,0.6131228442296602
Addis Ababa,2020-03-31,8.5,Equipment Failure,Sululta,894,3/31/2020 8:30,,0,0.6398094404716489,1.416118349155929
Bahir Dar,2017-04-03,4.47,Equipment Failure,Bahir Dar East,574,4/3/2017 4:28,,0,-0.6268308785622505,0.30853834236107563
Mojo,2019-11-23,2.47,Equipment Failure,Mojo Industrial,266,11/23/2019 2:27,QR,1,-1.255436495948801,-0.7575074141789707
Addis Ababa,2020-09-21,7.96,Maintenance,Line 1,215,9/21/2020 7:57,,0,0.47008592377728026,-0.9340279777619004
Addis Ababa,2019-12-15,2.41,Accident,Hawassa South,572,12/15/2019 2:24,QR,1,-1.2742946644703974,0.3016159673186078
Dire Dawa,2022-11-28,7.36,Maintenance,F1,340,11/28/2022 7:21,,0,0.28150423856131523,-0.5013795376076609
Mojo,2022-05-19,8.63,Maintenance,Mojo Central,122,5/19/2022 8:37,,0,0.6806688056017749,-1.2559184172366546
Addis Ababa,2022-03-18,8.71,Accident,Hawassa South,425,3/18/2022 8:42,,0,0.705813030297237,-0.20717859830277793
Dire Dawa,2019-12-11,9.29,Equipment Failure,F6,439,12/11/2019 9:17,,0,0.8881086593393361,-0.15872197300550311
Dire Dawa,2022-11-26,10.6,Maintenance,Dire Dawa Substation 1,615,11/26/2022 10:36,,0,1.2998453387275268,0.4504470307316662
Addis Ababa,2022-06-30,6.5,Maintenance,Hawassa South,413,6/30/2022 6:29,,0,0.011203823085098376,-0.24871284855758494
Addis Ababa,2018-09-06,9.03,Maintenance,Hawassa Main,312,9/6/2018 9:01,,0,0.8063899290790846,-0.5982927882022105
Addis Ababa,2018-05-02,7.81,Equipment Failure,Addis East1,945,5/2/2018 7:48,,0,0.42294050247328885,1.5926389127388587
Addis Ababa,2020-06-16,3.05,Maintenance,Kotebe B,1015,6/16/2020 3:03,,0,-1.0731408669067013,1.834922039225233
Dire Dawa,2017-04-29,1.28,Maintenance,F1,468,4/29/2017 1:16,QR,1,-1.6294568382937984,-0.058347534889719534
Dire Dawa,2021-10-17,4.13,Maintenance,F5,599,10/17/2021 4:07,,0,-0.733693833517964,0.39506803039192356
Addis Ababa,2019-11-14,5.87,Equipment Failure,Addis Center,809,11/14/2019 5:52,,0,-0.186806946391665,1.121917409851046
Addis Ababa,2020-03-30,7.79,Equipment Failure,Substation name,1468,3/30/2020 7:47,,0,0.4166544462994235,3.402839986344197
Mojo,2020-01-06,10.35,Equipment Failure,Mojo Industrial,243,1/6/2020 10:20,,0,1.221269636554208,-0.8371147271673508
Bahir Dar,2019-05-13,3.16,Equipment Failure,Bahir Dar West,440,5/13/2019 3:09,,0,-1.038567557950441,-0.1552607854842692
Addis Ababa,2021-02-12,2.38,Equipment Failure,Weregenu,877,2/12/2021 2:22,QR,1,-1.2837237487311957,1.3572781612949523
Bahir Dar,2018-01-18,11.6,Maintenance,Bahir Dar West,482,1/18/2018 11:35,,0,1.6141481474208021,-0.009890909592444699
Addis Ababa,2022-11-09,2.19,Maintenance,Hawassa South,616,11/9/2022 2:11,QR,1,-1.3434412823829183,0.4539082182529001
Bahir Dar,2021-03-10,6.26,Maintenance,Bahir Dar East,525,3/10/2021 6:15,,0,-0.06422885100128775,0.13894015382061373
Bahir Dar,2019-10-05,7.44,Equipment Failure,Bahir Dar East,631,10/5/2019 7:26,,0,0.30664846325677725,0.5058260310714089
Addis Ababa,2021-02-18,6.96,Equipment Failure,Line 1,206,2/18/2021 6:57,,0,0.155783115084005,-0.9651786654530057
Addis Ababa,2017-01-26,1.95,Equipment Failure,Line 1,295,1/26/2017 1:56,QR,1,-1.418873956469304,-0.6571329760631871
Bahir Dar,2018-04-07,1.63,Maintenance,Bahir Dar East,356,4/7/2018 1:37,QR,1,-1.5194508552511523,-0.44600053726791816
Mojo,2020-06-26,2.16,Maintenance,Mojo Industrial,185,6/26/2020 2:09,QR,1,-1.3528703666437163,-1.037863603398918
Addis Ababa,2018-12-14,7.44,Equipment Failure,Addis Center,981,12/14/2018 7:26,,0,0.30664846325677725,1.7172416635032797
Addis Ababa,2020-09-03,6.99,Maintenance,Line 3,166,9/3/2020 6:59,,0,0.16521219934480333,-1.1036261663023623
Addis Ababa,2018-07-23,3.57,Equipment Failure,Line 3,110,7/23/2018 3:34,,0,-0.9097034063861982,-1.2974526674914617
Addis Ababa,2020-04-16,8.02,Equipment Failure,TOTAL,886,4/16/2020 8:00,,0,0.48894409229887664,1.3884288489860577
Addis Ababa,2018-06-04,10.02,Equipment Failure,Hawassa South,397,6/4/2018 10:01,,0,1.1175497096854272,-0.3040918488973276
Addis Ababa,2019-10-30,1.46,Equipment Failure,Line 3,232,10/30/2019 1:27,QR,1,-1.572882332729009,-0.8751877899009238
Addis Ababa,2020-09-04,6.48,Accident,Line 4,180,9/4/2020 6:28,,0,0.004917766911233005,-1.0551695410050874
Addis Ababa,2019-03-13,8.58,Equipment Failure,Hawassa Main,364,3/13/2019 8:34,,0,0.664953665167111,-0.41831103709804685
Dire Dawa,2019-12-29,3.78,Equipment Failure,F6,645,12/29/2019 3:46,,0,-0.8436998165606104,0.5542826563686837
Addis Ababa,2018-04-07,4.39,Maintenance,Nifas Silk,1099,4/7/2018 4:23,,0,-0.6519751032577126,2.125661791008882
Mojo,2021-03-15,7.75,Maintenance,Mojo Industrial,241,3/15/2021 7:45,,0,0.40408233395169246,-0.8440371022098186
Addis Ababa,2019-03-27,10.88,Accident,Substation name,1146,3/27/2019 10:52,,0,1.3878501251616442,2.288337604506876
Dire Dawa,2022-02-14,9.91,Maintenance,F5 ,444,2/14/2022 9:54,,0,1.0829764007291671,-0.14141603539933353
